pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_gaiamag
Kepler-1411 b,Kepler-1411,1,1,1,Transit,2016,Kepler,86.11508880,,2.820,,,,,,5664.00,0.92,0.95,-0.040,[Fe/H],4.49,1660.4800000,15.7709000
Kepler-1412 b,Kepler-1412,1,1,1,Transit,2016,Kepler,3.61460510,,0.830,,,,,,5880.00,1.27,1.06,0.040,[Fe/H],4.25,755.6780000,13.1928000
Kepler-1413 b,Kepler-1413,1,1,1,Transit,2016,Kepler,13.18296420,,1.820,,,,,,5196.00,0.80,0.84,-0.050,[Fe/H],4.57,1167.4900000,16.2846000
Kepler-1414 b,Kepler-1414,1,1,1,Transit,2016,Kepler,3.51576315,,1.230,,,,,,4951.00,0.75,0.80,-0.020,[Fe/H],4.59,570.8350000,14.8607000
Kepler-1415 b,Kepler-1415,1,1,1,Transit,2016,Kepler,0.63642408,,1.290,,,,,,5267.00,0.84,0.89,0.120,[Fe/H],4.54,1043.5600000,15.7209000
Kepler-1416 b,Kepler-1416,1,1,1,Transit,2016,Kepler,1.49514952,,0.880,,,,,,6019.00,1.15,1.09,0.030,[Fe/H],4.35,949.5900000,14.2260000
Kepler-1417 b,Kepler-1417,1,1,1,Transit,2016,Kepler,20.35052130,,1.000,,,,,,5839.00,1.02,1.02,0.020,[Fe/H],4.43,991.8450000,13.8576000
Kepler-1418 b,Kepler-1418,1,1,1,Transit,2016,Kepler,22.47644250,,1.660,,,,,,4770.00,0.72,0.77,0.000,[Fe/H],4.61,,15.2813000
Kepler-1419 b,Kepler-1419,1,1,1,Transit,2016,Kepler,42.52158950,,2.860,,,,,,5796.00,1.01,1.01,0.040,[Fe/H],4.43,1498.5800000,15.7181000
Kepler-142 b,Kepler-142,1,1,3,Transit,2014,Kepler,2.02415200,0.032000,1.990,,,,,,5790.00,1.27,,,,4.26,548.6860000,13.1970000
Kepler-142 c,Kepler-142,1,1,3,Transit,2014,Kepler,4.76170200,0.057000,2.860,,,,,,5790.00,1.27,,,,4.26,548.6860000,13.1970000
Kepler-142 d,Kepler-142,1,1,3,Transit,2014,Kepler,41.80911800,0.242000,2.160,,,,,,5790.00,1.27,,,,4.26,548.6860000,13.1970000
Kepler-1420 b,Kepler-1420,1,1,1,Transit,2016,Kepler,6.69960006,,1.280,,,,,,5187.00,0.79,0.82,-0.100,[Fe/H],4.57,1054.3700000,15.8488000
Kepler-1421 b,Kepler-1421,1,1,1,Transit,2016,Kepler,6.91311120,,0.930,,,,,,6335.00,1.42,1.25,0.050,[Fe/H],4.23,783.4010000,12.7261000
Kepler-1422 b,Kepler-1422,1,1,1,Transit,2016,Kepler,18.60519420,,2.020,,,,,,6194.00,1.23,1.15,0.000,[Fe/H],4.32,2465.8400000,15.6194000
Kepler-1423 b,Kepler-1423,1,1,1,Transit,2016,Kepler,23.95537800,,1.060,,,,,,4939.00,0.75,0.79,-0.020,[Fe/H],4.59,,14.5581000
Kepler-1424 b,Kepler-1424,1,1,1,Transit,2016,Kepler,29.60917440,,1.160,,,,,,5838.00,1.07,1.02,0.010,[Fe/H],4.39,661.4210000,13.5925000
Kepler-1425 b,Kepler-1425,1,1,1,Transit,2016,Kepler,14.45413020,,0.940,,,,,,5718.00,0.95,0.97,-0.030,[Fe/H],4.47,863.8730000,13.5629000
Kepler-1426 b,Kepler-1426,1,1,1,Transit,2016,Kepler,14.25632270,,1.560,,,,,,5831.00,1.02,1.02,0.030,[Fe/H],4.43,1697.8100000,15.1663000
Kepler-1427 b,Kepler-1427,1,1,1,Transit,2016,Kepler,0.96897238,,1.100,,,,,,5793.00,1.01,1.01,0.060,[Fe/H],4.44,,15.4816000
Kepler-1428 b,Kepler-1428,1,1,1,Transit,2016,Kepler,10.67607169,,1.640,,,,,,6184.00,1.36,1.28,0.350,[Fe/H],4.28,1530.3200000,13.5234000
Kepler-1429 b,Kepler-1429,1,1,1,Transit,2016,Kepler,4.48487493,,1.290,,,,,,5902.00,1.07,1.05,0.040,[Fe/H],4.40,1214.0900000,14.8316000
Kepler-143 b,Kepler-143,1,1,2,Transit,2014,Kepler,16.00758300,0.127000,2.410,,,,,,5848.00,1.36,,,,4.20,809.4670000,13.7057000
Kepler-143 c,Kepler-143,1,1,2,Transit,2014,Kepler,27.08251100,0.181000,3.370,,,,,,5848.00,1.36,,,,4.20,809.4670000,13.7057000
Kepler-1430 b,Kepler-1430,1,1,1,Transit,2016,Kepler,2.46050993,,1.180,,,,,,4796.00,0.72,0.77,-0.030,[Fe/H],4.62,875.5230000,15.2824000
Kepler-1431 b,Kepler-1431,1,1,1,Transit,2016,Kepler,5.86601526,,1.470,,,,,,5806.00,1.03,1.03,0.070,[Fe/H],4.42,1623.2400000,15.2711000
Kepler-1432 b,Kepler-1432,1,1,1,Transit,2016,Kepler,23.91090110,,2.220,,,,,,6031.00,1.13,1.09,0.020,[Fe/H],4.37,2171.8700000,15.3702000
Kepler-1433 b,Kepler-1433,1,1,1,Transit,2016,Kepler,4.13592271,,1.560,,,,,,6097.00,1.19,1.14,0.070,[Fe/H],4.34,,
Kepler-1434 b,Kepler-1434,1,1,1,Transit,2016,Kepler,8.05333618,,1.110,,,,,,6291.00,2.04,1.47,0.190,[Fe/H],3.98,775.5290000,12.0421000
Kepler-1435 b,Kepler-1435,1,1,1,Transit,2016,Kepler,4.45343281,,0.860,,,,,,6356.00,1.32,1.21,-0.030,[Fe/H],4.28,704.2110000,12.8692000
Kepler-1436 b,Kepler-1436,1,1,1,Transit,2016,Kepler,9.70571600,,1.310,,,,,,5972.00,1.09,1.06,-0.010,[Fe/H],4.39,2530.6200000,14.9099000
Kepler-1437 b,Kepler-1437,1,1,1,Transit,2016,Kepler,10.92954610,,1.370,,,,,,5557.00,0.90,0.93,-0.020,[Fe/H],4.51,2101.6900000,15.6607000
Kepler-1438 b,Kepler-1438,1,1,1,Transit,2016,Kepler,2.31942009,,0.940,,,,,,5530.00,0.96,0.97,0.200,[Fe/H],4.46,1154.1300000,14.8610000
Kepler-1439 b,Kepler-1439,1,1,1,Transit,2016,Kepler,8.07392849,,1.460,,,,,,3578.00,0.43,0.46,-0.030,[Fe/H],4.83,225.3930000,16.0979000
Kepler-144 b,Kepler-144,1,1,2,Transit,2014,Kepler,5.88527300,0.066000,1.330,,,,,,6075.00,1.24,,,,4.29,384.9170000,11.9438000
Kepler-144 c,Kepler-144,1,1,2,Transit,2014,Kepler,10.10466500,0.094000,1.350,,,,,,6075.00,1.24,,,,4.29,384.9170000,11.9438000
Kepler-1440 b,Kepler-1440,1,1,1,Transit,2016,Kepler,39.85948400,,1.260,,,,,,5698.00,0.96,0.98,0.040,[Fe/H],4.46,1115.3500000,14.1018000
Kepler-1441 b,Kepler-1441,1,1,1,Transit,2016,Kepler,39.44198390,,1.310,,,,,,5802.00,1.00,1.00,0.010,[Fe/H],4.45,1110.4800000,14.2567000
Kepler-1442 b,Kepler-1442,1,1,1,Transit,2016,Kepler,81.41629410,,3.930,,,,,,6394.00,1.44,1.34,0.260,[Fe/H],4.25,608.6800000,12.0303000
Kepler-1443 b,Kepler-1443,1,1,1,Transit,2016,Kepler,2.41811321,,0.970,,,,,,6289.00,1.27,1.19,0.000,[Fe/H],4.30,593.6460000,12.2120000
Kepler-1444 b,Kepler-1444,1,1,1,Transit,2016,Kepler,33.42035034,,2.180,,,,,,5810.00,1.05,1.03,0.060,[Fe/H],4.40,319.6750000,12.2578000
Kepler-1445 b,Kepler-1445,1,1,1,Transit,2016,Kepler,10.60052251,,0.960,,,,,,6150.00,1.26,1.13,-0.030,[Fe/H],4.28,506.3570000,12.4184000
Kepler-1446 b,Kepler-1446,1,1,1,Transit,2016,Kepler,0.68996783,,0.820,,,,,,4865.00,0.75,0.81,0.110,[Fe/H],4.60,152.0750000,12.4086000
Kepler-1447 b,Kepler-1447,1,1,1,Transit,2016,Kepler,56.67472850,,2.900,,,,,,5722.00,0.95,0.97,-0.030,[Fe/H],4.47,890.2960000,14.6643000
Kepler-1448 b,Kepler-1448,1,1,1,Transit,2016,Kepler,12.27065865,,1.610,,,,,,5774.00,0.93,0.95,-0.160,[Fe/H],4.49,768.9030000,14.3796000
Kepler-1449 b,Kepler-1449,1,1,1,Transit,2016,Kepler,13.22745280,,1.680,,,,,,5979.00,1.10,1.08,0.040,[Fe/H],4.39,2006.4800000,15.0306000
Kepler-145 b,Kepler-145,1,1,2,Transit,2013,Kepler,22.95100000,,2.650,37.10000,,,,,,1.85,1.32,,,4.02,566.8500000,11.8746000
Kepler-145 c,Kepler-145,1,1,2,Transit,2013,Kepler,42.88200000,,4.320,79.40000,,,,,,1.85,1.32,,,4.02,566.8500000,11.8746000
Kepler-1450 b,Kepler-1450,1,1,1,Transit,2016,Kepler,54.50941660,,1.710,,,,,,4524.00,0.68,0.71,-0.020,[Fe/H],4.63,505.8290000,15.4892000
Kepler-1451 b,Kepler-1451,1,1,1,Transit,2016,Kepler,35.62223300,,3.350,,,,,,5782.00,0.99,1.00,0.010,[Fe/H],4.45,1058.7200000,15.2999000
Kepler-1452 b,Kepler-1452,1,1,1,Transit,2016,Kepler,42.91375100,,2.700,,,,,,6101.00,2.06,1.41,0.140,[Fe/H],3.95,996.3200000,13.0714000
Kepler-1453 b,Kepler-1453,1,1,1,Transit,2016,Kepler,47.16116960,,2.670,,,,,,5665.00,0.94,0.97,0.010,[Fe/H],4.48,1196.0400000,15.5278000
Kepler-1454 b,Kepler-1454,1,1,1,Transit,2016,Kepler,47.03194790,,1.880,,,,,,5448.00,0.86,0.90,-0.020,[Fe/H],4.53,780.5660000,14.8994000
Kepler-1455 b,Kepler-1455,1,1,1,Transit,2016,Kepler,49.27676400,,2.160,,,,,,4075.00,0.60,0.62,-0.020,[Fe/H],4.68,357.6210000,15.8657000
Kepler-1456 b,Kepler-1456,1,1,1,Transit,2016,Kepler,18.13738290,,1.140,,,,,,4231.00,0.62,0.64,-0.090,[Fe/H],4.67,370.3120000,15.4450000
Kepler-1457 b,Kepler-1457,1,1,1,Transit,2016,Kepler,51.11102430,,1.990,,,,,,5866.00,1.01,1.01,-0.050,[Fe/H],4.43,889.8850000,14.0283000
Kepler-1458 b,Kepler-1458,1,1,1,Transit,2016,Kepler,47.98727640,,2.760,,,,,,5653.00,0.94,0.96,0.020,[Fe/H],4.48,544.4500000,14.1996000
Kepler-1459 b,Kepler-1459,1,1,1,Transit,2016,Kepler,62.86916110,,1.360,,,,,,4828.00,0.74,0.78,0.010,[Fe/H],4.61,455.4790000,14.5519000
Kepler-146 b,Kepler-146,1,1,2,Transit,2014,Kepler,31.15879900,0.200000,3.710,,,,,,5948.00,1.21,,,,4.31,716.7970000,13.8031000
Kepler-146 c,Kepler-146,1,1,2,Transit,2014,Kepler,76.73217100,0.364000,3.130,,,,,,5948.00,1.21,,,,4.31,716.7970000,13.8031000
Kepler-1460 b,Kepler-1460,1,1,1,Transit,2016,Kepler,29.96332470,,1.960,,,,,,4422.00,0.67,0.70,-0.020,[Fe/H],4.64,553.2180000,15.9191000
Kepler-1461 b,Kepler-1461,1,1,1,Transit,2016,Kepler,29.34947750,,2.030,,,,,,4919.00,0.74,0.79,-0.040,[Fe/H],4.60,679.1060000,15.6949000
Kepler-1462 b,Kepler-1462,1,1,1,Transit,2016,Kepler,65.64883410,,3.820,,,,,,5756.00,1.00,1.00,0.060,[Fe/H],4.45,1017.8200000,15.8562000
Kepler-1463 b,Kepler-1463,1,1,1,Transit,2016,Kepler,25.15864000,,1.860,,,,,,5679.00,0.95,0.96,0.000,[Fe/H],4.47,1687.4700000,15.7236000
Kepler-1464 b,Kepler-1464,1,1,2,Transit,2016,Kepler,31.77859010,,1.660,,,,,,5828.00,1.01,1.02,0.030,[Fe/H],4.44,1151.7300000,14.1296000
Kepler-1464 c,Kepler-1464,1,1,2,Transit,2016,Kepler,5.32786292,,1.000,,,,,,5828.00,1.01,1.02,0.030,[Fe/H],4.44,1151.7300000,14.1296000
Kepler-1465 b,Kepler-1465,1,1,1,Transit,2016,Kepler,31.82771110,,1.770,,,,,,4726.00,0.71,0.75,-0.060,[Fe/H],4.62,359.4970000,14.4200000
Kepler-1466 b,Kepler-1466,1,1,1,Transit,2016,Kepler,31.17504480,,1.550,,,,,,5884.00,1.02,1.01,-0.070,[Fe/H],4.43,631.9490000,13.8694000
Kepler-1467 b,Kepler-1467,1,1,1,Transit,2016,Kepler,47.05690430,,3.300,,,,,,5332.00,0.82,0.86,-0.070,[Fe/H],4.55,852.8880000,15.5207000
Kepler-1468 b,Kepler-1468,1,1,3,Transit,2016,Kepler,8.23984869,,1.730,,,,,,5893.00,1.05,1.04,0.030,[Fe/H],4.42,1899.2400000,14.9515000
Kepler-1468 c,Kepler-1468,1,1,3,Transit,2016,Kepler,3.54553021,,1.150,,,,,,5893.00,1.05,1.04,0.030,[Fe/H],4.42,1899.2400000,14.9515000
Kepler-1468 d,Kepler-1468,1,1,3,Transit,2021,Kepler,19.59059906,,3.332,,,,,,5794.00,1.50,1.07,0.140,[Fe/H],4.12,1899.2400000,14.9515000
Kepler-1469 b,Kepler-1469,1,1,1,Transit,2016,Kepler,21.86353010,,2.800,,,,,,5507.00,0.89,0.92,0.020,[Fe/H],4.51,1159.3000000,15.9891000
Kepler-147 b,Kepler-147,1,1,2,Transit,2014,Kepler,12.61058400,0.113000,1.530,,,,,,6012.00,1.47,,,,4.18,1042.0200000,13.9151000
Kepler-147 c,Kepler-147,1,1,2,Transit,2014,Kepler,33.41642300,0.216000,2.430,,,,,,6012.00,1.47,,,,4.18,1042.0200000,13.9151000
Kepler-1470 b,Kepler-1470,1,1,1,Transit,2016,Kepler,16.29509030,,1.070,,,,,,4961.00,0.76,0.80,-0.010,[Fe/H],4.59,590.6010000,15.0436000
Kepler-1471 b,Kepler-1471,1,1,2,Transit,2016,Kepler,3.63899398,,1.410,,,,,,5660.00,0.93,0.95,-0.030,[Fe/H],4.48,978.6780000,15.2460000
Kepler-1471 c,Kepler-1471,1,1,2,Transit,2023,Kepler,11.60448810,0.098100,1.880,,0.000000,118.50,841,,5533.00,1.17,0.93,0.160,[Fe/H],4.28,978.6780000,15.2460000
Kepler-1472 b,Kepler-1472,1,1,1,Transit,2016,Kepler,38.13128310,,1.900,,,,,,6159.00,1.25,1.16,0.030,[Fe/H],4.31,1479.1400000,14.5898000
Kepler-1473 b,Kepler-1473,1,1,1,Transit,2016,Kepler,14.42735510,,1.190,,,,,,6046.00,1.09,1.09,-0.010,[Fe/H],4.40,652.2530000,13.3679000
Kepler-1474 b,Kepler-1474,1,1,1,Transit,2016,Kepler,36.43334520,,2.160,,,,,,5870.00,1.04,1.04,0.040,[Fe/H],4.42,1180.9000000,15.2172000
Kepler-1475 b,Kepler-1475,1,1,1,Transit,2016,Kepler,82.17737400,,2.920,,,,,,6214.00,1.28,1.18,0.030,[Fe/H],4.29,1568.3800000,15.2775000
Kepler-1476 b,Kepler-1476,1,1,1,Transit,2016,Kepler,10.35863224,,1.670,,,,,,5663.00,0.96,0.98,0.060,[Fe/H],4.47,1002.7400000,15.4086000
Kepler-1477 b,Kepler-1477,1,1,1,Transit,2016,Kepler,11.55530021,,1.180,,,,,,5100.00,0.78,0.81,-0.060,[Fe/H],4.58,680.8280000,14.5763000
Kepler-1478 b,Kepler-1478,1,1,1,Transit,2016,Kepler,26.08405940,,1.730,,,,,,5904.00,1.06,1.04,0.030,[Fe/H],4.41,1845.5800000,15.3994000
Kepler-1479 b,Kepler-1479,1,1,1,Transit,2016,Kepler,14.53261362,,1.830,,,,,,5796.00,0.98,0.99,-0.020,[Fe/H],4.45,728.6680000,13.7331000
Kepler-148 b,Kepler-148,1,1,3,Transit,2014,Kepler,1.72936600,0.028000,1.800,,,,,,5272.00,0.85,,,,4.55,791.1630000,15.3362000
Kepler-148 c,Kepler-148,1,1,3,Transit,2014,Kepler,4.18004300,0.050000,3.600,,,,,,5272.00,0.85,,,,4.55,791.1630000,15.3362000
Kepler-148 d,Kepler-148,1,1,3,Transit,2016,Kepler,51.84688575,,8.680,,,,,,5172.00,0.81,0.86,0.070,[Fe/H],4.56,791.1630000,15.3362000
Kepler-1480 b,Kepler-1480,1,2,1,Transit,2016,Kepler,22.12679948,,1.670,,,,,,5156.00,0.81,0.85,0.070,[Fe/H],4.56,500.8920000,14.4824000
Kepler-1481 b,Kepler-1481,1,1,1,Transit,2016,Kepler,5.94220998,,1.230,,,,,,4908.00,0.75,0.80,0.040,[Fe/H],4.60,459.0760000,14.7429000
Kepler-1482 b,Kepler-1482,1,1,1,Transit,2016,Kepler,12.25383217,,1.010,,,,,,5381.00,0.84,0.88,-0.040,[Fe/H],4.54,567.5560000,13.7295000
Kepler-1483 b,Kepler-1483,1,1,1,Transit,2016,Kepler,9.50851560,,1.520,,,,,,6337.00,1.40,1.25,0.040,[Fe/H],4.24,1273.7800000,14.4231000
Kepler-1484 b,Kepler-1484,1,1,1,Transit,2016,Kepler,30.45491360,,2.110,,,,,,5730.00,0.92,0.94,-0.170,[Fe/H],4.49,2879.8300000,15.2474000
Kepler-1485 b,Kepler-1485,1,1,1,Transit,2016,Kepler,19.91577250,,1.470,,,,,,6087.00,1.12,1.11,0.020,[Fe/H],4.39,615.6600000,13.1796000
Kepler-1486 b,Kepler-1486,1,1,1,Transit,2016,Kepler,54.64957590,,2.320,,,,,,5965.00,1.12,1.08,0.060,[Fe/H],4.38,1769.1400000,15.2937000
Kepler-1487 b,Kepler-1487,1,1,2,Transit,2016,Kepler,7.31946363,,2.130,,,,,,6541.00,1.63,1.38,0.040,[Fe/H],4.16,1014.6200000,13.4508000
Kepler-1487 c,Kepler-1487,1,1,2,Transit,2023,Kepler,35.80071120,0.258800,7.970,,0.000000,227.68,991,,5745.00,3.96,1.80,0.400,[Fe/H],3.50,1014.6200000,13.4508000
Kepler-1488 b,Kepler-1488,1,1,2,Transit,2016,Kepler,39.81899320,,1.860,,,,,,5820.00,1.31,1.05,0.060,[Fe/H],4.22,905.8250000,13.0767000
Kepler-1488 c,Kepler-1488,1,1,2,Transit,2021,Kepler,6.15826988,,1.652,,,,,,5710.00,1.52,1.00,0.000,[Fe/H],4.07,905.8250000,13.0767000
Kepler-1489 b,Kepler-1489,1,1,1,Transit,2016,Kepler,82.29475100,,1.770,,,,,,5655.00,0.90,0.93,-0.130,[Fe/H],4.51,1283.0500000,14.8084000
Kepler-149 b,Kepler-149,1,1,3,Transit,2014,Kepler,29.19894300,0.184000,4.210,,,,,,5381.00,0.95,,,,4.46,571.0340000,14.0194000
Kepler-149 c,Kepler-149,1,1,3,Transit,2014,Kepler,55.32832800,0.281000,1.610,,,,,,5381.00,0.95,,,,4.46,571.0340000,14.0194000
Kepler-149 d,Kepler-149,1,1,3,Transit,2014,Kepler,160.01803200,0.571000,3.960,,,,,,5381.00,0.95,,,,4.46,571.0340000,14.0194000
Kepler-1490 b,Kepler-1490,1,1,1,Transit,2016,Kepler,92.43629730,,3.040,,,,,,5515.00,0.87,0.90,-0.080,[Fe/H],4.52,862.9200000,15.4179000
Kepler-1491 b,Kepler-1491,1,1,2,Transit,2016,Kepler,16.58617620,,1.510,,,,,,5728.00,0.99,1.00,0.060,[Fe/H],4.45,2065.5900000,15.5695000
Kepler-1491 c,Kepler-1491,1,1,2,Transit,2023,Kepler,61.56976500,0.304500,2.440,,0.000000,18.66,530,,5626.00,1.39,0.99,0.140,[Fe/H],4.15,2065.5900000,15.5695000
Kepler-1492 b,Kepler-1492,1,1,1,Transit,2016,Kepler,16.75255007,,1.490,,,,,,4712.00,0.72,0.77,0.060,[Fe/H],4.62,331.5530000,14.4962000
Kepler-1493 b,Kepler-1493,1,1,1,Transit,2016,Kepler,15.02179830,,1.410,,,,,,5863.00,1.29,1.06,0.060,[Fe/H],4.24,555.0510000,13.5532000
Kepler-1494 b,Kepler-1494,1,1,1,Transit,2016,Kepler,91.08048200,,3.070,,,,,,5659.00,0.94,0.96,0.010,[Fe/H],4.48,1285.4800000,15.2170000
Kepler-1495 b,Kepler-1495,1,1,1,Transit,2016,Kepler,85.27325600,,2.940,,,,,,5831.00,1.04,1.03,0.060,[Fe/H],4.42,1355.5400000,15.6247000
Kepler-1496 b,Kepler-1496,1,1,1,Transit,2016,Kepler,64.65880170,,2.220,,,,,,6182.00,1.27,1.18,0.050,[Fe/H],4.29,1307.6600000,14.6819000
Kepler-1497 b,Kepler-1497,1,1,1,Transit,2016,Kepler,8.74199772,,1.660,,,,,,5675.00,0.95,0.96,0.010,[Fe/H],4.47,,15.3761000
Kepler-1498 b,Kepler-1498,1,1,1,Transit,2016,Kepler,48.05140500,,1.330,,,,,,5256.00,0.81,0.86,-0.010,[Fe/H],4.56,,15.0997000
Kepler-1499 b,Kepler-1499,1,1,1,Transit,2016,Kepler,44.20080000,,1.190,,,,,,5097.00,0.78,0.82,-0.010,[Fe/H],4.58,309.8690000,13.5155000
Kepler-15 b,Kepler-15,1,1,1,Transit,2011,Kepler,4.94278200,0.057140,10.760,209.76000,0.060000,,,,5515.00,0.99,1.02,0.360,[Fe/H],4.46,739.4120000,13.7136000
Kepler-150 b,Kepler-150,1,1,5,Transit,2014,Kepler,3.42805400,0.044000,1.250,,,,,,5560.00,0.94,,,,4.47,891.0920000,14.9743000
Kepler-150 c,Kepler-150,1,1,5,Transit,2014,Kepler,7.38199800,0.073000,3.690,,,,,,5560.00,0.94,,,,4.47,891.0920000,14.9743000
Kepler-150 d,Kepler-150,1,1,5,Transit,2014,Kepler,12.56093000,0.104000,2.790,,,,,,5560.00,0.94,,,,4.47,891.0920000,14.9743000
Kepler-150 e,Kepler-150,1,1,5,Transit,2014,Kepler,30.82655700,0.189000,3.120,,,,,,5560.00,0.94,,,,4.47,891.0920000,14.9743000
Kepler-150 f,Kepler-150,1,1,5,Transit,2017,Kepler,637.20930000,1.240000,3.640,,,,,,5528.00,0.91,0.97,,,4.51,891.0920000,14.9743000
Kepler-1500 b,Kepler-1500,1,1,1,Transit,2016,Kepler,15.03301050,,1.200,,,,,,5845.00,1.00,1.00,-0.050,[Fe/H],4.44,1217.8200000,14.5804000
Kepler-1501 b,Kepler-1501,1,1,1,Transit,2016,Kepler,14.55645330,,1.560,,,,,,6229.00,1.30,1.20,0.040,[Fe/H],4.28,749.0600000,13.6458000
Kepler-1502 b,Kepler-1502,1,1,1,Transit,2016,Kepler,41.70836290,,3.180,,,,,,6666.00,1.72,1.44,0.050,[Fe/H],4.13,1514.0200000,14.0931000
Kepler-1503 b,Kepler-1503,1,1,1,Transit,2016,Kepler,96.16987000,,2.270,,,,,,5069.00,0.74,0.77,-0.190,[Fe/H],4.59,1225.5700000,15.7862000
Kepler-1504 b,Kepler-1504,1,1,1,Transit,2016,Kepler,82.30400300,,2.130,,,,,,5393.00,0.81,0.85,-0.170,[Fe/H],4.55,2435.9400000,15.6311000
Kepler-1505 b,Kepler-1505,1,1,1,Transit,2016,Kepler,30.86093660,,0.930,,,,,,5686.00,0.86,0.93,-0.180,[Fe/H],4.54,495.1480000,12.9258000
Kepler-1506 b,Kepler-1506,1,1,1,Transit,2016,Kepler,14.03291540,,1.320,,,,,,5676.00,0.93,0.95,-0.050,[Fe/H],4.49,2366.0200000,15.6243000
Kepler-1507 b,Kepler-1507,1,1,1,Transit,2016,Kepler,16.05062130,,0.840,,,,,,5410.00,0.85,0.89,-0.030,[Fe/H],4.53,320.4780000,13.1038000
Kepler-1508 b,Kepler-1508,1,1,1,Transit,2016,Kepler,20.70565040,,1.330,,,,,,6158.00,1.22,1.14,0.010,[Fe/H],4.32,1260.2800000,14.3466000
Kepler-1509 b,Kepler-1509,1,1,1,Transit,2016,Kepler,25.43381970,,1.850,,,,,,5780.00,0.99,1.00,0.030,[Fe/H],4.45,2002.9600000,15.3316000
Kepler-151 b,Kepler-151,1,1,2,Transit,2014,Kepler,15.22895800,0.116000,3.060,,,,,,5460.00,0.83,,,,4.55,649.9190000,14.7189000
Kepler-151 c,Kepler-151,1,1,2,Transit,2014,Kepler,24.67461200,0.160000,2.090,,,,,,5460.00,0.83,,,,4.55,649.9190000,14.7189000
Kepler-1510 b,Kepler-1510,1,1,1,Transit,2016,Kepler,84.70392100,,3.360,,,,,,6200.00,1.28,1.19,0.040,[Fe/H],4.29,1696.2500000,15.1424000
Kepler-1511 b,Kepler-1511,1,1,1,Transit,2016,Kepler,23.23827920,,1.680,,,,,,6064.00,1.29,1.17,0.140,[Fe/H],4.28,1475.6000000,13.5024000
Kepler-1512 b,Kepler-1512,1,1,1,Transit,2016,Kepler,20.35972599,,1.180,,,,,,4372.00,0.67,0.73,0.200,[Fe/H],4.64,,13.2634000
Kepler-1513 b,Kepler-1513,1,1,2,Transit,2016,Kepler,160.88420000,,8.594,48.30992,0.306000,,,G V,5491.00,0.95,0.94,0.170,[M/H],4.46,349.2470000,12.9559000
Kepler-1513 c,Kepler-1513,1,1,2,Transit Timing Variations,2023,Multiple Observatories,841.40000000,,,84.54236,0.125000,,,G V,5491.00,0.95,0.94,0.170,[M/H],4.46,349.2470000,12.9559000
Kepler-1514 b,Kepler-1514,1,1,2,Transit,2016,Kepler,217.83184000,0.753000,12.420,1678.14240,0.401000,3.23,388,,6145.00,1.29,1.20,0.119,[Fe/H],4.29,397.2920000,11.8292000
Kepler-1514 c,Kepler-1514,1,1,2,Transit,2020,Kepler,10.51418100,0.099700,1.176,,0.320000,193.00,1066,,6145.00,1.29,1.20,0.119,[Fe/H],4.29,397.2920000,11.8292000
Kepler-1515 b,Kepler-1515,1,1,1,Transit,2016,Kepler,214.31141640,,9.550,,,,,,6511.00,1.41,1.30,0.070,[Fe/H],4.26,539.3210000,11.9975000
Kepler-1516 b,Kepler-1516,1,1,1,Transit,2016,Kepler,7.25931979,,1.750,,,,,,5904.00,1.07,1.04,0.030,[Fe/H],4.40,1358.9500000,14.4469000
Kepler-1517 b,Kepler-1517,1,1,1,Transit,2016,Kepler,5.54608367,,9.760,,,,,,7010.00,1.95,1.58,0.010,[Fe/H],4.06,847.2990000,12.1739000
Kepler-1518 b,Kepler-1518,1,1,2,Transit,2016,Kepler,5.11177904,,3.050,,,,,,6846.00,1.88,1.54,0.060,[Fe/H],4.08,903.5100000,13.2803000
Kepler-1518 c,Kepler-1518,1,1,2,Transit,2023,Kepler,9.63102580,0.090500,2.900,,0.000000,338.33,1094,,6432.00,1.34,1.06,-0.340,[Fe/H],4.21,903.5100000,13.2803000
Kepler-1519 b,Kepler-1519,1,1,1,Transit,2016,Kepler,240.79893970,,7.060,,,,,,5644.00,0.91,0.94,-0.070,[Fe/H],4.50,1441.6300000,14.8034000
Kepler-152 b,Kepler-152,1,1,2,Transit,2014,Kepler,18.20797300,0.124000,2.790,,,,,,5088.00,0.72,,,,4.61,441.0900000,14.2437000
Kepler-152 c,Kepler-152,1,1,2,Transit,2014,Kepler,88.25505500,0.356000,2.390,,,,,,5088.00,0.72,,,,4.61,441.0900000,14.2437000
Kepler-1520 b,Kepler-1520,1,1,1,Transit,2016,Kepler,0.65355357,,5.770,,,,,,4677.00,0.71,0.76,0.040,[Fe/H],4.61,607.9170000,15.6932000
Kepler-1521 b,Kepler-1521,1,1,1,Transit,2016,Kepler,47.14840805,,2.500,,,,,,5042.00,0.76,0.81,-0.050,[Fe/H],4.59,206.9830000,12.8476000
Kepler-1522 b,Kepler-1522,1,1,1,Transit,2016,Kepler,1.84788917,,1.730,,,,,,5706.00,0.93,0.96,-0.070,[Fe/H],4.49,814.1250000,14.1963000
